Slug,Название вина,Категория,Цвет,Регион,Сорт винограда,Описание,Винодельня,Название фото,S3_Key,Signed_Image_URL,Sweetness,Body,Acidity,Oak,Aroma_Tags,Flavor_Tags,Pairings
abrau-dyurso-abrau-durso-brut-rose-reserve-pino-nuar-beloe-bryut-12,Abrau-Durso Brut Rose Reserve,Белое,Насыщенный розовый,Кубань,"Каберне Совиньон, Каберне Фран, Мерло, Пино Нуар, Пино фран","В аромате красные лесные ягоды — малина, вишня и земляника, оттенки пенки малинового варенья и клубники со сливками. Вкус округлый и мягкий, свежая кислотность, пряные травы в послевкусии.",Абрау-Дюрсо,abrau_dyurso_abrau_durso_brut_rose_reserve_pino_nuar_beloe_bryut_12_bb364de705.webp,catalog/abrau_dyurso_abrau_durso_brut_rose_reserve_pino_nuar_beloe_bryut_12_bb364de705.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_abrau_durso_brut_rose_reserve_pino_nuar_beloe_bryut_12_bb364de705.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=4pJ9trTBwj%2FsMAH60KomGc8Hpx4%3D&Expires=2105631332,1.2,2.2,3.8,1.3,"вишня, малина, клубника, земляника, полевые травы",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
abrau-dyurso-abrau-durso-reserve-brut-shardone-beloe-bryut-115,Abrau-Durso Reserve Brut,Белое,Золотистый,Кубань,"Пино Блан, Рислинг, Шардоне","В аромате тона зеленого яблока, груши вильямс и цветов акации, оттенки пряных трав и меда. Вкус структурный, кислотный. Ноты зеленого яблока, цедры лайма и лимона.",Абрау-Дюрсо,abrau_dyurso_abrau_durso_reserve_brut_shardone_beloe_bryut_115_c2d789063b.webp,catalog/abrau_dyurso_abrau_durso_reserve_brut_shardone_beloe_bryut_115_c2d789063b.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_abrau_durso_reserve_brut_shardone_beloe_bryut_115_c2d789063b.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=c0bv0GhXjFlV2TA43jGWIFLMCNk%3D&Expires=2105631332,1.2,2.2,3.8,1.3,"зеленое яблоко, яблоко, груша, мед, лайм, лимон, акация",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
olymp-winery-adagum-cabernet-franc-kaberne-fran-krasnoe-suhoe-11,Adagum Cabernet Franc,Красное,Рубиновый с фиолетовым оттенком,Кубань,Каберне Фран,"Деликатный аромат красных ягод, тонов паприки и лёгких травянистых нюансов. Вкус средней полноты, с мягкой танинностью, освежающей кислотностью и элегантным послевкусием.
Хорошо сочетается с белым мясом, телятиной, печёными овощами, блюдами в соусе из красного вина, сырами бри и камамбер.",Olymp Winery,olymp_winery_adagum_cabernet_franc_kaberne_fran_krasnoe_suhoe_11_1296da5e1c.webp,catalog/olymp_winery_adagum_cabernet_franc_kaberne_fran_krasnoe_suhoe_11_1296da5e1c.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_cabernet_franc_kaberne_fran_krasnoe_suhoe_11_1296da5e1c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=V9cWJnpqtx6sClkM7WhGv2hpjqA%3D&Expires=2105631332,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
olymp-winery-adagum-cabernet-sauvignon-kaberne-sovinon-krasnoe-suhoe-11,Adagum Cabernet Sauvignon,Красное,Гранатово-рубиновый,Кубань,Каберне Совиньон,"Гармоничный яркий аромат с тонами чёрной смородины, специй и вишни. Вкус насыщенный, с мягкими танинами и обволакивающим длительным послевкусием.
Подходит к любому мясу, особенно тушёному, к дичи, тёплым салатам, мясным закускам и блюдам с грибами",Olymp Winery,olymp_winery_adagum_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_389c433b06.webp,catalog/olymp_winery_adagum_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_389c433b06.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_389c433b06.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=2qiq8vEYfp3Aq%2B3tV5SU2qa5G6g%3D&Expires=2105631332,1.2,4.0,3.0,2.5,вишня,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
olymp-winery-adagum-chardonnay-shardone-beloe-suhoe-11,Adagum Chardonnay,Белое,Светло-соломенный,Кубань,Шардоне,"Свежий аромат зелёного яблока, цитруса и белых цветов, лёгкие минеральные нотки. Вкус живой, с хрустящей кислотностью и чистым фруктовым послевкусием.
Подходит к морепродуктам, лёгким рыбным блюдам, овощным закускам, мягким сырам и в качестве аперитива.",Olymp Winery,olymp_winery_adagum_chardonnay_shardone_beloe_suhoe_11_cf6c199a92.webp,catalog/olymp_winery_adagum_chardonnay_shardone_beloe_suhoe_11_cf6c199a92.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_chardonnay_shardone_beloe_suhoe_11_cf6c199a92.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=Qkd0Hn13e%2BMnKby4Ozj9cmkTbOA%3D&Expires=2105631332,1.2,2.2,4.5,1.3,"яблоко, белые цветы, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
olymp-winery-adagum-chardonnay-kuban-shardone-beloe-suhoe-11,Adagum Chardonnay Kuban,Белое,Светло-соломенный,Кубань,Шардоне,"Свежий аромат зелёного яблока, цитруса и белых цветов, лёгкие минеральные нотки. Вкус живой, с хрустящей кислотностью и чистым фруктовым послевкусием.
Подходит к морепродуктам, лёгким рыбным блюдам, овощным закускам, мягким сырам и в качестве аперитива.",Olymp Winery,olymp_winery_adagum_chardonnay_kuban_shardone_beloe_suhoe_11_a41c24329f.webp,catalog/olymp_winery_adagum_chardonnay_kuban_shardone_beloe_suhoe_11_a41c24329f.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_chardonnay_kuban_shardone_beloe_suhoe_11_a41c24329f.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=EeR9JO%2B6eM%2BdpFSqCnRMR2v%2FdYk%3D&Expires=2105631332,1.2,2.2,4.5,1.3,"яблоко, белые цветы, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
olymp-winery-adagum-estate-cabernet-sauvignon-kaberne-sovinon-krasnoe-suhoe-11,Adagum Estate Cabernet Sauvignon,Красное,Насыщенный гранатово-рубиновый,Кубань,Каберне Совиньон,"Аромат чёрной смородины, черешни, тонких нот мяты и специй. Вкус гармоничный, с ощутимыми, но сглаженными танинами и продолжительным тёмно-ягодным послевкусием.
Рекомендуется к жареному и тушёному мясу, дичи, мясным закускам, жюльену с грибами, твёрдым сырам.",Olymp Winery,olymp_winery_adagum_estate_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_425fadfccf.webp,catalog/olymp_winery_adagum_estate_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_425fadfccf.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_cabernet_sauvignon_kaberne_sovinon_krasnoe_suhoe_11_425fadfccf.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=gQYCvc%2BhQiXV1hPdMFUdLtPMr2A%3D&Expires=2105631332,1.2,4.0,3.0,4.2,черешня,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
olymp-winery-adagum-estate-chardonnay-shardone-beloe-suhoe-11,Adagum Estate Chardonnay,Белое,Соломенно-золотистый,Кубань,Шардоне,"Элегантный аромат спелых яблок, груши, цитруса с лёгкими сливочными нотами. Вкус мягкий, округлый, с хорошим балансом кислотности и долгим фруктовым послевкусием.
Хорошо сочетается с рыбными блюдами, запечённой птицей, ризотто, пастой со сливочным соусом, мягкими сырами.",Olymp Winery,olymp_winery_adagum_estate_chardonnay_shardone_beloe_suhoe_11_db799bd3fb.webp,catalog/olymp_winery_adagum_estate_chardonnay_shardone_beloe_suhoe_11_db799bd3fb.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_chardonnay_shardone_beloe_suhoe_11_db799bd3fb.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=dhA91evk6%2F8KZkJlew7Wwe6Da2Y%3D&Expires=2105631332,1.2,2.2,3.8,1.3,груша,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
olymp-winery-adagum-estate-merlot-merlo-krasnoe-suhoe-11,Adagum Estate Merlot,Красное,Рубиновый с фиолетовым отливом,Кубань,Мерло,"Мягкий аромат спелой вишни, тутовника, шоколада и лёгких пряностей. Вкус округлый, бархатистый, с мягкими танинами, сбалансированной кислотностью и долгим послевкусием.
Идеально к мясным блюдам, телятине, ягнятине, блюдам с томатным соусом, сырам средней выдержки.",Olymp Winery,olymp_winery_adagum_estate_merlot_merlo_krasnoe_suhoe_11_40b39cc86c.webp,catalog/olymp_winery_adagum_estate_merlot_merlo_krasnoe_suhoe_11_40b39cc86c.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_merlot_merlo_krasnoe_suhoe_11_40b39cc86c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=zl0wKooTzI3Ru%2B6LPmIl7Br%2FttY%3D&Expires=2105631332,1.2,4.0,3.0,4.2,"вишня, шоколад",шоколад,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
olymp-winery-adagum-estate-red-blend-kaberne-fran-krasnoe-suhoe-11,Adagum Estate Red Blend,Красное,Глубокий рубиновый,Кубань,"Каберне Совиньон, Каберне Фран","Сложный аромат: спелая слива, чёрная смородина, тона специй и шоколада. Вкус полнотелый, округлый, с хорошей структурой, мягкими танинами и продолжительным ягодно-пряным послевкусием.
Подходит к красному мясу на гриле, тушёной дичи, жирным сырам, блюдам итальянской и французской кухни.",Olymp Winery,olymp_winery_adagum_estate_red_blend_kaberne_fran_krasnoe_suhoe_11_4dc9ac373d.webp,catalog/olymp_winery_adagum_estate_red_blend_kaberne_fran_krasnoe_suhoe_11_4dc9ac373d.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_red_blend_kaberne_fran_krasnoe_suhoe_11_4dc9ac373d.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=KqPsy6sQ5LEbdoBteHMWR6X08iQ%3D&Expires=2105631332,1.2,4.0,3.0,2.5,"слива, шоколад","слива, шоколад",Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
olymp-winery-adagum-estate-rose-kaberne-sovinon-rozovoe-suhoe-11,Adagum Estate Rose,Розовое,Нежный бледно-лососевый,Кубань,"Каберне Совиньон, Мерло","Свежий, деликатный аромат с тонами клубники, граната и красной смородины. Вкус изящный, сбалансированный, с приятной кислотностью и лёгким ягодным послевкусием.
Превосходный аперитив. Сочетается с морепродуктами, белой рыбой, лёгкими салатами, блюдами из куриного мяса, козьими сырами.",Olymp Winery,olymp_winery_adagum_estate_rose_kaberne_sovinon_rozovoe_suhoe_11_ad3a02cc01.webp,catalog/olymp_winery_adagum_estate_rose_kaberne_sovinon_rozovoe_suhoe_11_ad3a02cc01.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_rose_kaberne_sovinon_rozovoe_suhoe_11_ad3a02cc01.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=4QwnoPut%2Fz3yUx3H8vOAM%2Bjc7RI%3D&Expires=2105631332,1.2,2.4,3.2,1.3,клубника,,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
olymp-winery-adagum-estate-sauvignon-blanc-sovinon-blan-beloe-suhoe-11,Adagum Estate Sauvignon Blanc,Белое,Светло-соломенный с зеленоватым оттенком,Кубань,Совиньон Блан,"Яркий сортовой аромат: лайм, грейпфрут, свежескошенная трава, цветки смородины, нотки манго и ананаса. Вкус гармоничный, с живой кислотностью и освежающим послевкусием.
Идеален к морепродуктам, устрицам, рыбным блюдам, зелёным салатам, мягким сырам, блюдам из куриного мяса с зелёными травами.",Olymp Winery,olymp_winery_adagum_estate_sauvignon_blanc_sovinon_blan_beloe_suhoe_11_3a562a0c8b.webp,catalog/olymp_winery_adagum_estate_sauvignon_blanc_sovinon_blan_beloe_suhoe_11_3a562a0c8b.webp,https://firsts3.ru/wine-hack/catalog/olymp_winery_adagum_estate_sauvignon_blanc_sovinon_blan_beloe_suhoe_11_3a562a0c8b.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=%2FB4a7QalxiqMGLBD5x%2FBZd049SY%3D&Expires=2105631332,1.2,2.2,3.8,1.3,"лайм, грейпфрут",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
